character,dialogue,season,episode 
Adora,  No guards? Seriously?!,4,07
Glimmer,"  Yes, seriously! What has she done other than help us?",4,07
Adora,  Do you really want me to answer that?,4,07
Shadow Weaver," Girls, every moment you waste here, the Horde gets that much further ahead.  In order to catch a rat, you need to spring a trap.",4,07
Adora," Well, in order to catch the spy ...we need you to admit that you're the spy--!",4,07
Glimmer,"  Let it go, Adora! There's lots of other people it could be.",4,07
Adora, Like who?,4,07
Sea Hawk,"  Ah, I love recounting the epic tales of my exploits. My HEROIC exploits.",4,07
Mermista,"  Yeah, it definitely isn't Sea Hawk. Why did you even bring him in?",4,07
Perfuma, You said everyone was a suspect.,4,07
Sea Hawk,  Exploits for the ages! Narration!,4,07
Mermista," Wait, is that where my book went?  Sea Hawk, I've been looking for it!",4,07
Sea Hawk, That's when the clouds parted--,4,07
Sea Hawk,  --and illuminated my dearest Mermista in the distance. ,4,07
 Mermista, Moonlight? The battle happened this morning.,4,07
Sea Hawk," I made my way over to her, when----we were ambushed! My sole aim was to protect Mermista from the Horde... Thinking quick,  I took on the 40 to 50 Horde soldiers surrounding us and SAVED DRYL!",4,07
Mermista,"  We lost Dryl, and you punched, like, one guy before Glimmer got us out.",4,07
Sea Hawk, Exactly! One HUNDRED guys!,4,07
Perfuma,"  W-Wait, wait--I-I was with the General the whole time!  And why weren't you with Sea Hawk, Mermista?",4,07
Mermista," Uh, because Frosta waved me over, but, like, disappeared before I could reach her.",4,07
Perfuma," But that doesn't make any sense, she was with Bow, and then...Glimmer and the others were--",4,07
Sea Hawk, Who wants to watch me do some squats? ,4,07
Sea Hawk,  I bet Adora and Glimmer don't shove suspects out the door...,4,07
Glimmer,"   ...Okay, Flutterina. Where were you at the start of the battle?",4,07
Flutterina," With Bow and Frosta, of course. Like we planned.  ...Is...Is everything okay?",4,07
Glimmer, Everything is fine. Now--,4,07
Flutterina," It's just that, everyone's so on edge after what happened in Dryl. Have you tried interviewing Shadow Weaver about it? She seems kinda untrustworthy...",4,07
Adora,"  Oh, noo, according to Glimmer,  she's totally trustworthy, and  it's fine to just let her walk around the castle  whenever she wants...",4,07
Glimmer, Can we please not start this up again?,4,07
Adora," I'm just saying, it would have been nice if you told me.",4,07
Glimmer,  I don't have to tell you about every decision I make.,4,07
Adora,"  Oh, but you tell Shadow Weaver?!",4,07
Glimmer, Maybe it's because Shadow Weaver actually listened when you and Bow kept  leaving without me!,4,07
Flutterina, You two seem like you have a lot to talk about... Maybe I'll just come back later...,4,07
Glimmer," I don't know why I'm going along with this. The Horde is obviously planning something. We should be out there, looking for them, not stuck here, playing around.",4,07
Adora,"  No one's playing around, Glimmer. There is a reason we've been losing.",4,07
Glimmer,  And we're going to keep losing if we don't act soon.,4,07
Glimmer, Who is even left to question?,4,07
Dryl cook, I think I saw Mermista with Bow's tracker pad.,4,07
Bow," Wait, have you guys been here the entire time?",4,07
Other Dryl cook, ...Tiny scone?,4,07
Mermista,"  Ugh, that one's so predictable. I saw that twist coming a mile away.",4,07
Adora, Swift Wind! You weren't even there!,4,07
Sea Hawk," I told you how I took out one hundred--no--one hundred and fifty guys, right?",4,07
Bow,"  You have to arrest me, for everyone's safety! Otherwise my evil alter-ego might do it again!",4,07
Glimmer,"  Bow, knock it off.",4,07
Adora, Still no! ...And put that back.,4,07
Mermista, It's not them.,4,07
Perfuma,  No.,4,07
Glimmer,  No.,4,07
Plumerian Man," I think, like, maybe She-Ra did it.",4,07
Frosta, Hey! We already questioned you.,4,07
Plumerian Man," Oh, yeah. I came back for the tiny scones.",4,07
Other Dryl Cook, I made a fresh batch! ,4,07
Dryl Cook, Fizzy beverage?,4,07
(Things that could be made out,,4,07
Perfuma," If you just lent me the book, then I'd show you who done it! I think we should interrogate him again! I don't trust--",4,07
Mermista, --happened in Pearl In The Window.),4,07
Adora, Glimmer? Where are you going?,4,07
Glimmer,  This isn't working. Nothing we do is working. The Horde is always ahead and I can't just sit here and wait for the next bad thing to happen.,4,07
Adora," So, what? You're gonna teleport into the Fright Zone and try to solve this all by yourself?",4,07
Glimmer, Someone's gotta do something.,4,07
Adora,"  Glimmer, please. You can't leave in the middle of the night without backup.",4,07
Glimmer," The less people involved, the better. We don't know who to trust.",4,07
Adora,  And what about me? Were you gonna tell me? Or Bow?,4,07
Glimmer," Adora, I--",4,07
Adora," Stay.  Please. I know we can figure this out if we work together. No more secrets, and doing things without us. We need you here.  ...I need you here.",4,07
Glimmer,  Okay. I'm here.,4,07
Bow,  Adora! Glimmer!,4,07
Frosta, Where have you guys been?!,4,07
Perfuma, The communications panel in the war room has been severed!,4,07
Adora, When did this happen?,4,07
Mermista, I don't know. We were passing by the room when we saw it.,4,07
Frosta,  Wait. We saw you run out of here two minutes ago.,4,07
Mermista,"  Uh, what are you talking about? I was with Perfuma.",4,07
Perfuma, Could the storm have done something to cause this?,4,07
Glimmer, This wasn't an accident. This was sabotage. ,4,07
Glimmer," ...The General is working on restoring communications. In the meantime, there's a backup device in the dining room, should we need it.",4,07
Mermista,  All of us here knew we were trying to unmask the spy. And we were the ones who made the plan to take back Dryl. We've ruled out all other suspects. Which means the only person the spy could be is one. Of. Us.,4,07
Frosta,  Perfuma was the one who let the Horde take the doors!,4,07
Perfuma," I wasn't there!  Wait, your team was the one who told us to come in, and you led Mermista away!",4,07
Frosta,  I. Did. Not.,4,07
Mermista," Trying to throw the blame on someone else, huh, Frosta?",4,07
Frosta," If Mermista knows so much about mysteries, she'd probably know how to plan the perfect crime.",4,07
Perfuma,  And there was water by the tracker pad!,4,07
Mermista, Water that could've been melted ice!,4,07
Bow,  It's probably me!,4,07
Frosta,"  It's not you, Bow!",4,07
Sea Hawk," It couldn't be me, I was busy fighting at least 200 soldiers!",4,07
Adora," This is a waste of time, Glimmer. Shouldn't we be--?",4,07
Glimmer,"  Stop.  Stop questioning my choices, stop whining about being a decoy, just--stop. Okay?",4,07
Adora,  I'm not whining!,4,07
Glimmer, All you do is question me. Question my authority. It's exhausting.,4,07
Sea Hawk,"  Okay, I lied. I didn't fight 300 soldiers. Mermista, will you ever forgive me?",4,07
Mermista," Sea Hawk, we all knew that.",4,07
Bow, I don't know who to believe anymore...I can't trust my own eyes!  Who am I?!,4,07
Adora, Look at what she's doing. Look at what she's doing to you. Shadow Weaver just wants power and you are listening to her.,4,07
Glimmer," Oh, what? Are you jealous because you aren't Shadow Weaver's favorite anymore?  Or are you just mad that I'm Queen and in charge and you're not?",4,07
Adora, That's. Ridiculous!,4,07
Glimmer,  You just run around playing the perfect hero. You have no idea how hard it's been for me.,4,07
Adora,  Because you stopped including me in your decisions! We used to be a team. And now? I don't know what we are.,4,07
Flutterina,"  Come on, backup communicator, where are youuu?",4,07
Glimmer," Hey, Flutterina. Looking for something?",4,07
Flutterina,"  Glimmer?  Adora. Hi...Hi. Uh, just looking for the bathroom. ",4,07
Flutterina," Okay...Okay, this looks bad, but I assure you, it isn't what it looks like, so let's all just--",4,07
Flutterina,  Ohoho. I see...,4,07
Glimmer," Give it up, Flutterina. If that's really who you are.",4,07
Flutterina, Magic. How very clever.,4,07
Adora, Isn't it? Shadow Weaver helped.,4,07
Glimmer, You see--,4,07
Mermista,  The reveal of how they caught the murderer is my favorite part!,4,07
Adora," In order to catch a rat, you need to spring a trap. So we set one up of our own.",4,07
Mermista, Classic murder mystery move.,4,07
Perfuma, There's no murder--never mind.,4,07
Glimmer, We knew a backup communication device would be irresistible to whoever destroyed the original.,4,07
Adora," We wanted the spy to feel safe enough to make a move, so we created a diversion.",4,07
Glimmer, Adora managed to be a really good actress...for once.,4,07
Adora,"  It was really hard, do not ask me to do that again.",4,07
Glimmer, So that brings us back to you. Who are you really...Flutterina?,4,07
'Adora', Please.,4,07
Double Trouble, Call me Double Trouble.,4,07
Adora, You're a shapeshifter...,4,07
Bow,"  It wasn't my goggles glitching. It was you, pretending to be Frosta at Dryl.",4,07
Double Trouble," And Perfuma. Don't short change my credits, darling.",4,07
Double Trouble," May I say, as one actor to another, that was truly a masterful performance. I really bought that you two were furious at each other. If you would indulge me, were you inspired by any real emotion or experience?",4,07
Glimmer,"  Enough. It's over, Double Trouble. Now tell us what the Horde is planning...",4,07
Double Trouble," Over?  Ohohoho, love, it's just beginning. The Horde has been planning a massive attack for some time now.",4,07
Double Trouble," I let Catra know you were going to Dryl.  After that, all I had to do was plant seeds of doubt.  Sowing chaos where I could.  It wasn't hard. I just had to keep you isolated and at each other's throats until...",4,07
Double Trouble," ...the plan was underway. ...Salineas. If the Horde controls the seas, they control Etheria.",4,07
Glimmer," That will never happen. We won't let it. Now that we know their plan, we can stop it.",4,07
Double Trouble,"  Oh, stop it? Oh, this was a ruse, darling. A distraction. The Battle of Salineas is over. It happened earlier this very evening. It's too late. Salineas is gone.",4,07
Mermista,  No...,4,07
Glimmer," No. No, i-i-it's not too late! It can't be! ",4,07
Adora, ...We can fix this. We have to be able to fix this...right?,4,07
Glimmer,"  This won't. Happen. Again. I won't let it. We won't give up. We will take back Salineas, take back all of Etheria...",4,07
Glimmer, No matter what it costs. No matter what the Horde throws at us next.,4,07
Hordak,  Advance.,4,08
Sea Hawk,"  Fear not, tiny friends...  For Sea Hawk is here!",4,08
Sea Hawk," Well, perhaps we should fear a little.  Let's go! ",4,08
Glimmer,  Hang on! ,4,08
Sea Hawk,  Huh?,4,08
Glimmer,"  Netossa, this is the last of them, sound the--wait. Where's Sea Hawk? ",4,08
Sea Hawk,  ...Adventure?,4,08
Glimmer, Okay. Now sound the retreat.,4,08
Glimmer,  I'll be back for you.,4,08
Bow,"  I know it's been tough going since losing Salineas, but we're picking up the pieces. I'm sure we can turn this around. I mean, we captured Double Trouble. They're...refusing to talk to us, but still. So, uh... Swift Wind!  You just got back from scouting the Southern Coast. What does it look like?",4,08
Swift Wind,  On fire.,4,08
Bow, Anything more specific?,4,08
Swift Wind,  On lots of fire.,4,08
Bow,  Okayyy... Adora! You came from Plumeria; what's their status? Any good news?,4,08
Adora,  Perfuma is securing the Whispering Woods and Frosta reports that her kingdom has not been breached....,4,08
Bow,  Great.,4,08
Adora, ...yet.  But the Horde's working on it. Day and night. Nonstop.,4,08
Bow,"  Well...that is...ooo-kayyy. Because Sea Hawk, Netossa, and Spinnerella just saved everyone in Sea Elf Village...with Glimmer. Who didn't tell us she was going, but just...kind of showed up. ",4,08
Adora,"  Again? Glimmer, you can't just keep going off on your own.",4,08
Glimmer,"  Hmm, where have I heard that before?  Oh, right. When I stayed here to find the Horde spy and Salineas fell.",4,08
Adora,  That's not fair. We didn't know.,4,08
Glimmer,  Tell that to Mermista.,4,08
Swift Wind," Hey, where is Mermista?",4,08
Mermista,"  Oh, look. More ice cream. Cause I'm the princess of ice cream now. ",4,08
Sea Hawk,"  She's, um, taking some ""me time"".",4,08
Bow,"  ""Me time""! Great... We all could use some of that. So let's check in with each other more often, and Glimmer if you could--",4,08
Glimmer,  I'm not going to hide inside the castle while our people are in danger. I'm the Queen. You don't give me orders.,4,08
Bow,"  O...kay, I get that you're upset, but--",4,08
Adora,  Don't talk to Bow like that.,4,08
Bow," Adora, it's fine, Glimmer's just--",4,08
Glimmer, I need to stop the Horde. Any way I can. ...We're done for today. ,4,08
Adora,"  Ugh, fine. Clearly, we aren't going to get anything done right now. ",4,08
Sea Hawk," All in all, not the worst meeting we've had.",4,08
Bow,  I've never seen Glimmer like this. Or Adora. I just wish I knew how to help them.,4,08
Sea Hawk,"  Ah, don't blame yourself, lad.  ...Hey, you know, I just had an idea, not pre-planned at all. Let's take a break and have a boys' night out on the town!",4,08
Swift Wind,"  Can I come, too?",4,08
Bow,  I should really stay here in case Glimmer and Adora need me...,4,08
Sea Hawk, One night off won't hurt.  What do you say?,4,08
Swift Wind,"  Boys' night out, boys' night out, boys' night out, BOYS' NIGHT OUT!  ...Why am I the only one doing this?",4,08
Bow, You know what? Why not?,4,08
Sea Hawk, Grand!  And then my brilliant secret plan can begin...,4,08
Bow, What's that?,4,08
Sea Hawk,  Nothingggg!  Forward to a friendship adventure!,4,08
Catra, Lord Hordak. Sounds like congratulations are in order.,4,08
Hordak,"  Yes... The princesses are in utter disarray...abandoning territory, scattering like cowards before us like the cowards they are.",4,08
Catra,"  We're crushing them. Once you return to the Fright Zone, I'll march our troops on the rest of the coastal towns.",4,08
Hordak," No. Now that Horde Prime's arrival is imminent, I shall remain in the field to ensure victory. ...Besides. Out of all the princesses, Entrapta has yet to face me on the field...",4,08
Catra,  And what exactly am I supposed to do while you remain in the field?,4,08
Hordak,  Whatever I deem necessary to win. Return to your post in the Fright Zone and await my orders.  ...Soon all of Etheria will be at my feet.,4,08
Catra," Force Captain Octavia, have you finished your perimeter?",4,08
"Octavia, over the radio", We're doing the final sweep.,4,08
Catra," Excellent. Double Trouble should be breaking radio silence soon...they'll have new coordinates for you.  Force Captain Scorpia, come in.",4,08
Catra," Aw, man. Even when he's winning, Hordak is annoying. Now he suddenly loves fighting, and I'm getting stuck with whatever he  ""deems necessary"".  Never thought I'd miss shut-in Hordak.  Meet me at the Sea Gate,  I wanna take a break anyway.",4,08
Bow," Sea Hawk, I thought you said boys' night out, it's the middle of day.",4,08
Sea Hawk,"  New experiences!  Huzzah!  Day, night, it matters not. You're overdue for some levity.",4,08
Bow,"  Last time I was here it was with Adora and Glimmer, and...things were great... Not like now.",4,08
Sea Hawk, It is true. Things are looking...dour...,4,08
Sea Hawk, This drink is...extra sour...,4,08
Sea Hawk, Could be the Rebellion's......darkest...hour...  Nonsense! You know why?  Hit it!,4,08
Sea Hawk,"  Oh, when the seas are rough and dire / we turn to friends and we conspire / to relight the sacred fire / of rebellion!  When the Horde tightens their noose / around our daring sea rescues / we take some time to cut loose / from the rebellion! Sure friends aren't seeing eye to eye! / Tis no reason to curl up and die!  Friendship just needs a resupply!",4,08
Swift Wind and Sea Hawk,"  Oh it's fun, it's fun to be friends with friends! / Oh it's fun, it's fun to be friends with friends!",4,08
Sea Hawk," And when Hordak hits us robotical / we'll respond with tunes most...nautical / and take a moment to...to... to, to, to, to  t-uh, to pop!  soda botticals! ",4,08
Swift Wind," Oh, man. Third rhyme. Rough stuff.",4,08
Sea Hawk and Swift Wind,"  Oh how fun, how fun to be friends with friends! / Oh how fun, how fun to be friends with friends!",4,08
Bow,"  Sometimes we'll fight but that's okay, we'll work it out another day / I know things will work out in the end!",4,08
Sea Hawk,"  Oh, yes!",4,08
"Sea Hawk, Bow, and Swift Wind",  Cause it's fun to be friends with friends! / Oh it's fun to be friends with friends!,4,08
"Sea Hawk, Bow, and Swift Wind",  Oh it's fun to be friends with friends!,4,08
Bow,  It's an ambush!,4,08
Sea Hawk,"  Whoo, better! It's a kidnapping!",4,08
Bow,"  Sea Hawk, what are you doing?!",4,08
Sea Hawk, Don't worry. It's all a part of my brilliant secret plan.,4,08
Swift Wind,  What plan?,4,08
Sea Hawk," To unite the princesses and cheer up my dearest Mermista. They love rescuing people... so I paid my friend Bill to kidnap us!  The ladies will put aside their problems to rescue us, go on a mission of fun, and then it's a happy ending for all!",4,08
Bow,  Wait. You paid them to--,4,08
Sea Hawk,"  The princesses will stop their fight / When they save us, it'll be all right / We'll hang with Bill the rest / of the night / it's fun to be friends with friends...sha-boom-bity-boom-bam-boo... / Hey, Bill, did you get...taller? and when did you get that...scar? You, uh, you didn't...have a scar...  This might not be Bill.  ...No, this isn't Bill.",4,08
Bow,  What?!,4,08
Swift Wind,  What do we do?,4,08
Bow,"  We have to get a message to our friends. Swift Wind, try to contact Adora through your sacred bond.",4,08
Sea Hawk,"  Yeah, yeah, yes-yes. My plan can still work. They'll just unite to rescue us for real this time. Nothing's spun out of control... Do your thing, noble steed.",4,08
Swift Wind,"  Come on, Adora, pick up.  Pick up...",4,08
Glimmer,  Mermista? Are you alone?,4,08
Mermista,  Totally...,4,08
Glimmer, I thought you said you were alone?,4,08
Mermista,  I am... Deep down inside...so...alone...  Are you two gonna fight again?  Whatever...,4,08
Glimmer," I was just...checking up on Mermista, but, clearly, you have it covered. ",4,08
Adora,"  Glimmer, what is going on with you? I know things are bad right now, but...we can fix it--",4,08
Glimmer,  Why is that always your answer to everything?!,4,08
Adora,  Because it's the only thing we can do.,4,08
Glimmer,"  Things are worse than ever. The Horde has Salineas, the coast is falling, we haven't FIXED anything!",4,08
Adora,"  That's why we need to work together instead of you pushing us away, and if you'd just listened to us, you'd know that,  and why can I hear the ocean right now?!",4,08
Bow, Anything?,4,08
Swift Wind,"  Ah! She hung up on me. But I could tell that she's in distress... I-I should be at her side, right now! ",4,08
Bow,"  Swift Wind, calm. Down. It'll be okay. We'll figure something out.",4,08
Sea Hawk, Fear not. I know how to get a message to my sweet Mermista. After all...she taught me how to speak  seagullllll!  ...I may be a bit rusty.,4,08
Not Bill, What's all this yammering about?,4,08
Sea Hawk,"  Admiral--!  Admiral Scurvy, my old friend... It's just like you to, uh, take over someone else's jovial prank... Isn't it fun being friends?  Oooohhh--!",4,08
Scurvy,"  Absolutely not!  Friends? Heh. We were friends. But I've had to rebuild my last three ships because you set them on fire.  Honestly, who does that?!",4,08
Sea Hawk,"  Come on, now, Scurvy...isn't this all just a bit extreme? ",4,08
Bow, Admiral Scurvy! ...Sir! Whatever Sea Hawk has done in the past...can't you put that aside for the sake of your friendship?,4,08
Scurvy," Friendship? Whoo, boy...  Listen up, kid. Friendship  is overrated.  There's only one thing in this world that matters...money. And lucky for you, the three of you have some value to me yet.",4,08
Sea Hawk, This was all a terrible idea. Why didn't anyone stop me?,4,08
Swift Wind,  Because you didn't tell us. Why didn't you tell us?!,4,08
Sea Hawk,"  If I told you, you would have stopped me.",4,08
Bow,  ...It's okay!  'Cause it's fun to be friends with friends!  Remember?,4,08
Sea Hawk,  This is no time for songs.,4,08
Swift Wind," Yeah, read the room, Bow.",4,08
Bow,"  Look, as soon as they realize we're gone, Adora and Glimmer will stop fighting and come for us. I know they will.",4,08
Catra,"  Hey, Scorpia. Where are you? It's not like you to be late.  ...Listen, I'll kill you if you tell anyone this, but... I thought winning would be...different. Or at least, more...  I don't know... Fun?",4,08
Catra," Come on. You're not still mad about before... Are ya?  Stop being so sensitive. Get over it and talk to me, Scorpia.",4,08
Catra, ...Scorpia?  ...Scorpia?!,4,08
Scurvy," Good news, boys. Someone cared enough about you three,  to pay a hefty ransom!",4,08
Sea Hawk, The princesses...of course! Just like I planned.,4,08
Scurvy,"  All that very loud, very public singing about the Rebellion, and you think your ransom was paid by the princesses?",4,08
Scurvy, The Horde controls the seas now. And they're paying top dollar for high-ranking Rebel prisoners.,4,08
Octavia,  As promised.,4,08
Sea Hawk,  Scurvy...don't do this.You and I lived by a sacred code...the law of the sea. We are like brothers... If our friendship ever meant anything to you--,4,08
Scurvy,  It didn't.,4,08
Scurvy,"  Your friends aren't coming, kid. I don't think they've even noticed you're gone.  Oh, friends...",4,08
"[Glimmer and Adora can be heard arguing, muffled inside the bathroom where Mermista sinks lower into her tub; the seagull that Sea Hawk spoke to flies in and lands on Mermista's tail, squawking, until she gasps; some things that can be heard overlapping while this happens are",,4,08
Glimmer, Just because you're She-Ra doesn't mean you can order people around!,4,08
Adora, You just keep pushing us away!,4,08
Glimmer," I am Queen of Etheria, okay? Not--",4,08
Adora, --and going rogue and leaving! What are we supposed to do with that? We're trying our best!],4,08
Adora,  Why are you blaming this all on me? It's not my fault that Salineas fell! The Horde manipulated all of us!,4,08
Glimmer,  She-Ra was supposed to save us. But the Rebellion's in a worse place than ever since you showed up!,4,08
Adora,  I'm trying my best. Why can't you see that?,4,08
Glimmer,"  Well, maybe your best isn't good enough. If it was, my mother would still be here!",4,08
Glimmer,  Adora--Adora I'm I'm sorry...,4,08
Mermista,"  The boys are in trouble! A seagull told me! I may have lost my kingdom, but I'm not losing anyone else.  Sea-Ra is back in action!  Let's go!",4,08
Sea Hawk, So...what happened to the eye?,4,08
Octavia," Oh,  this? Catra scratched it out when she was six. And now...  I bet she's gonna do the exact same thing to all of you! ",4,08
Bow,  I don't care.,4,08
Octavia, Hey! I'm threatening you.,4,08
Bow,  I don't care!  You know what? It's not easy being the friendly and upbeat guy all the time. And I get that it's hard being friends sometimes. You gotta work at it. ...So why am I always the only one who's willing to work at it? I mean...they didn't even notice I'm gone. ...Do whatever you want. I don't care. It's terrible being friends with friends.,4,08
Octavia,"  Oh, yeesh.  Ready at the rendezvous point. You guys gotta get this kid off my ship, he's bringing me down. ...Scorpia? ...Scorpia, come in.",4,08
Soldier," Force Captain Octavia, we got magic incoming!",4,08
Octavia,  What?!,4,08
Adora,  For the Honor of Grayskull!,4,08
Glimmer,  Look out! ,4,08
Sea Hawk,  Mermista! You're back in the game!,4,08
Mermista,  Never felt better.  Rescuing people is my jam.,4,08
Sea Hawk," I knew it! Never doubted my brilliant plan for a moment.  Oh, how fun--",4,08
Mermista, No shanties!  Hit it.,4,08
Sea Hawk,  I thought you said no shanties?,4,08
Mermista," This isn't a shanty, it's like a rock remix, so...it's cool.",4,08
Mermista,  You can't keep me down / Can't throw this princess around / 'Cause you know how this all ends,4,08
Sea Hawk,  With punches and kicks / And magical tricks / On each other we all depend,4,08
Mermista,  I'll blast you away / And fight another day / For Salineas!,4,08
Mermista and Sea Hawk,"  Yeah, it's fun to fight hard with friends!",4,08
S, Fight with friends!,4,08
M, Fight with friends!,4,08
S, Fight with friends!,4,08
Mermista and Sea Hawk,  It's hard to fight with friends!,4,08
"Bow, Sea Hawk, and Mermista","  Yeah, it's fun to fight hard with friends!",4,08
B, Fight with friends!,4,08
S, Fight with friends!,4,08
"Bow, Sea Hawk, and Mermista",  Fight with friends!,4,08
S, Fight with friends!,4,08
"Bow, Mermista, and Sea Hawk",  It's hard to fight with friends!,4,08
Catra, Scorpia?  ...Scorpia? ,4,08
Sea Hawk,  And that is the tale of how I united everyone with my brilliant plan!,4,08
Mermista," Whatever, you goober.  Your plan was terrible.  But I'm done moping in a bathtub.  I'm ready to fight, to destroy the Horde and get my kingdom back!",4,08
Sea Hawk, That's my girl!,4,08
Mermista," Also, Bright Moon ran out of ice cream.",4,08
Sea Hawk, That's also my girl!,4,08
[Both laugh; their conversation continues as Bow looks on at Glimmer and Adora; some things that can be heard are,,4,08
Sea Hawk, Sea Hawk--,4,08
Mermista, We should always fight to music. It's awesome.],4,08
Bow," Adora, you and Glimmer--",4,08
Adora,"  I know what I have to do, Bow. I'm going to look for Mara's weapon. The one she mentioned in the message. Maybe it can turn the tide of the war for us. ...It has to.",4,08
Bow," What are you talking about? Glimmer doesn't need a weapon, she needs her friends.",4,08
Adora,"  No, she doesn't.  But it doesn't matter. I will fix this...no matter what Glimmer thinks of me.",4,08
Sea Hawk,"  The Best Friends Squad on the sea / we subdued the threat / the threat with ease / we sail the world / come near or far / we're best friends we are, we are / we're best friends, we are, we are!",4,08
Bow,"  We're best friends, we are...we are...",4,08
Swift Wind," Are you sure we're going the right way? Like, 100 percent sure?",4,11
Adora,"  For the last time, I don't know. We have to trust that the navigation system knows what it's doing. Now stop asking.",4,11
Bow, We've got to be close. Any minute now. Beast Island is around here. Somewhere.,4,11
Adora, We will find it.  We have to.,4,11
Bow," Do you think Glimmer will still be upset when we get back? We did sort of, kind of, completely disobey direct orders",4,11
Adora," She'll understand. We all want what's best for Etheria. And once we get Entrapta back, Glimmer will know we made the right decision.",4,11
Bow," Right, but—I mean what if she doesn't? What if she never talks to me again?",4,11
Adora," Uh, Bow? The thing that's blinking, should it be blinking?",4,11
Bow," Uhh, I don't know, a ship?",4,11
Swift Wind," Uh, guys, I'm sensing something out there. Something big, and it's not good. And I think I hear—",4,11
Bow," Don't panic, no one panic. ",4,11
Bow," Uh, nope! Never mind, Panic!",4,11
Swift Wind, Ehh,4,11
Adora, Look. It's Beast Island.,4,11
Adora," As kids, we were warned of the dangers of Beast Island. There were the Chibbits with razor-sharp teeth, Scruffers with razor-sharp horns, Razorfins with—",4,11
Bow, Razor-sharp fins?!,4,11
Adora," Razor-sharp teeth, actually. I don't know why it had that name",4,11
Swift Wind, Adora!   Okay! That's normal.,4,11
Adora,  Entrapta. She must have been on it.,4,11
Swift Wind, Where do you think she went?,4,11
Swift Wind, What is that noise?,4,11
Bow, What noise?,4,11
Swift Wind,  It's gone  You didn't hear it?,4,11
Bow," Uh, any scary Horde bedtime stories about noises only horses can hear?",4,11
Adora, Not that I can remember.,4,11
Swift Wind," I heard the same sound earlier, right before Mara's ship crashed.",4,11
Bow," First Ones' tech. This is all First Ones' tech. But it's corrupted, melted down. This must've been some kind of First Ones' dumping ground",4,11
Adora, We should get moving while we still have light. Entrapta's here somewhere.,4,11
Swift Wind,"  On this awful nightmare island,  which we went to on purpose, so everything's great. Hey, let's take a fun stroll through nightmare island, just kidding, it's definitely not weird and scary.  I wanna go home.",4,11
Swift Wind, Maybe everything went quiet... for a good reason.,4,11
Adora," Nope, a bad reason.",4,11
Bow," Okay, no one move. Maybe it won't see us.",4,11
Adora, For the honor of Grayskull!,4,11
Adora, ,4,11
Bow, Uh... Adora?,4,11
Adora, Run!,4,11
Bow, What happened? Why can't you be She-Ra?,4,11
Adora, I don't know!,4,11
Swift Wind," There it is again, that sound.",4,11
Swift Wind," Really, no one else hears that?",4,11
Adora," No! Come on, come on. For the honor of Grayskull! ",4,11
Bow, Adora!,4,11
Man, ,4,11
Bow, Woah.,4,11
Adora," Who is that guy? Thank you, you saved us. Who—?",4,11
Bow,  King Micah.,4,11
Glimmer," Light Hope?  The queen of Bright Moon demands to speak to Light Hope. Now.  On behalf of the Great Rebellion, I need you to answer my questions.  Eternia? Okay I know you can hear me.  So that's how it is. Fine. I'll just have to make you listen. ",4,11
Light Hope,  Unauthorized presence detected. Security protocol activated.,4,11
Glimmer, You're not getting rid of me that easily.,4,11
Adora, Your Majesty,4,11
Man/King Micah, Huh? You know who I am? Please don't kneel. I'm no king here.,4,11
Adora," Of course we know. Oh, uh I'm Adora, and this is Swift Wind and Bow.",4,11
Bow," King Micah, It's so great to—  —meet you.",4,11
King Micah," Huh. Apologies. It's been... quite some time since I've talked to anyone else. Anyone real, that is. And you are real, Right?!",4,11
Bow," Very real. Huh, yeah. Hi. Uh... Are you real? I mean, we kinda thought you were dead.",4,11
Micah," If the horde had their way, I would be. They exiled me here, but I survived!",4,11
Adora," King Micah, we're from Bright Moon. We know your daughter, Glimmer.",4,11
Micah," My sweet Glimmer? Huh?  There's no time for pleasantries! We have to move quick, follow me!",4,11
Bow, Woah.,4,11
Micah," We should be able to rest here for a moment. A safe, quiet mo—",4,11
Micah, Gotcha! Oh— I'm so sorry. Where are my manners? Bug?,4,11
Adora," Uh, mmh. No.",4,11
Bow, ,4,11
Micah,"  So, what brings you to Beast Island?",4,11
Adora," Uh, We came here looking for our friend, Princess Entrapta. Any chance you've seen her? She's got purple hair and really like robots. Like, realy, really likes robots.",4,11
Micah," Yeah, I know her. She stole my rations. Only the tiny ones for some reason.",4,11
Adora," That's great! I mean, not the food part, but the other part. She's okay, or she was not long ago.",4,11
Swift Wind, Did you see which way she went?,4,11
Micah," Why yes, sh— Is that horse talking?!",4,11
Swift Wind," I can hear you. I'm swift wind, and I—",4,11
Micah, It has wings!,4,11
Swift Wind," Well, this is definitely Glimmer's dad.",4,11
Bow," Your Majesty, could you let me go?",4,11
Micah," Huh? Oh, right.  Sorry. Like I said, it's been a little while since I've talked to people, or horses. Because horses talk now, and that's normal.",4,11
Adora, You were saying something about Entrapta. Do you know where she is?,4,11
Micah, Yes. Your friend headed straight for the center of the island before I could stop her.,4,11
Bow, Sounds like Entrapta. Could you point us in the direction—,4,11
Micah, You can't go there! You'd never come back. It's where the signal is the strongest.,4,11
Swift Wind, The signal. That must be the noise I've been hearing. What is it?,4,11
